numero_inscricao,query
210059982336,"
WITH aluno_dados AS (
    SELECT 
        nu_inscricao,
        nu_nota_comp1,
        nu_nota_comp2,
        nu_nota_comp3,
        nu_nota_comp4,
        nu_nota_comp5,
        nu_nota_redacao,
        no_municipio_esc,
        sg_uf_esc,
        Q006
    FROM 
        db.enem.base_enem
    WHERE 
        nu_inscricao = 210059982336
),
comparativo_estado AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM aluno_dados)
),
comparativo_municipio AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_redacao_municipio,
        AVG(nu_nota_comp1) AS media_comp1_municipio,
        AVG(nu_nota_comp2) AS media_comp2_municipio,
        AVG(nu_nota_comp3) AS media_comp3_municipio,
        AVG(nu_nota_comp4) AS media_comp4_municipio,
        AVG(nu_nota_comp5) AS media_comp5_municipio
    FROM 
        db.enem.base_enem
    WHERE 
        no_municipio_esc = (SELECT no_municipio_esc FROM aluno_dados)
),
comparativo_renda AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_redacao_renda,
        AVG(nu_nota_comp1) AS media_comp1_renda,
        AVG(nu_nota_comp2) AS media_comp2_renda,
        AVG(nu_nota_comp3) AS media_comp3_renda,
        AVG(nu_nota_comp4) AS media_comp4_renda,
        AVG(nu_nota_comp5) AS media_comp5_renda
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM aluno_dados)
)

SELECT 
    a.nu_nota_redacao,
    a.nu_nota_comp1,
    a.nu_nota_comp2,
    a.nu_nota_comp3,
    a.nu_nota_comp4,
    a.nu_nota_comp5,
    ce.media_redacao,
    ce.media_comp1,
    ce.media_comp2,
    ce.media_comp3,
    ce.media_comp4,
    ce.media_comp5,
    cm.media_redacao_municipio,
    cm.media_comp1_municipio,
    cm.media_comp2_municipio,
    cm.media_comp3_municipio,
    cm.media_comp4_municipio,
    cm.media_comp5_municipio,
    cr.media_redacao_renda,
    cr.media_comp1_renda,
    cr.media_comp2_renda,
    cr.media_comp3_renda,
    cr.media_comp4_renda,
    cr.media_comp5_renda
FROM 
    aluno_dados a,
    comparativo_estado ce,
    comparativo_municipio cm,
    comparativo_renda cr;
"
210060440991,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210060440991;

-- Estatísticas com alunos do mesmo Estado e Cidade
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060440991)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060440991);

-- Análise com alunos da mesma faixa de renda
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210060440991);
"
210060373841,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210060373841;

SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060373841)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060373841);

SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210060373841);
"
210059246989,"
WITH aluno_dados AS (
    SELECT 
        nu_nota_comp1, 
        nu_nota_comp2, 
        nu_nota_comp3, 
        nu_nota_comp4, 
        nu_nota_comp5, 
        nu_nota_redacao, 
        no_municipio_esc, 
        sg_uf_esc, 
        Q006
    FROM 
        db.enem.base_enem
    WHERE 
        nu_inscricao = 210059246989
),
estatisticas_estado AS (
    SELECT 
        AVG(nu_nota_comp1) AS media_comp1, 
        AVG(nu_nota_comp2) AS media_comp2, 
        AVG(nu_nota_comp3) AS media_comp3, 
        AVG(nu_nota_comp4) AS media_comp4, 
        AVG(nu_nota_comp5) AS media_comp5, 
        AVG(nu_nota_redacao) AS media_redacao
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM aluno_dados)
),
estatisticas_cidade AS (
    SELECT 
        AVG(nu_nota_comp1) AS media_comp1, 
        AVG(nu_nota_comp2) AS media_comp2, 
        AVG(nu_nota_comp3) AS media_comp3, 
        AVG(nu_nota_comp4) AS media_comp4, 
        AVG(nu_nota_comp5) AS media_comp5, 
        AVG(nu_nota_redacao) AS media_redacao
    FROM 
        db.enem.base_enem
    WHERE 
        no_municipio_esc = (SELECT no_municipio_esc FROM aluno_dados)
),
estatisticas_renda AS (
    SELECT 
        AVG(nu_nota_comp1) AS media_comp1, 
        AVG(nu_nota_comp2) AS media_comp2, 
        AVG(nu_nota_comp3) AS media_comp3, 
        AVG(nu_nota_comp4) AS media_comp4, 
        AVG(nu_nota_comp5) AS media_comp5, 
        AVG(nu_nota_redacao) AS media_redacao
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM aluno_dados)
)

SELECT 
    a.nu_nota_comp1, 
    a.nu_nota_comp2, 
    a.nu_nota_comp3, 
    a.nu_nota_comp4, 
    a.nu_nota_comp5, 
    a.nu_nota_redacao,
    e.media_comp1 AS media_estado_comp1,
    e.media_comp2 AS media_estado_comp2,
    e.media_comp3 AS media_estado_comp3,
    e.media_comp4 AS media_estado_comp4,
    e.media_comp5 AS media_estado_comp5,
    e.media_redacao AS media_estado_redacao,
    c.media_comp1 AS media_cidade_comp1,
    c.media_comp2 AS media_cidade_comp2,
    c.media_comp3 AS media_cidade_comp3,
    c.media_comp4 AS media_cidade_comp4,
    c.media_comp5 AS media_cidade_comp5,
    c.media_redacao AS media_cidade_redacao,
    r.media_comp1 AS media_renda_comp1,
    r.media_comp2 AS media_renda_comp2,
    r.media_comp3 AS media_renda_comp3,
    r.media_comp4 AS media_renda_comp4,
    r.media_comp5 AS media_renda_comp5,
    r.media_redacao AS media_renda_redacao
FROM 
    aluno_dados a,
    estatisticas_estado e,
    estatisticas_cidade c,
    estatisticas_renda r;
"
210058573833,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210058573833;

WITH estado_comparativo AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058573833)
)

SELECT 
    * 
FROM 
    estado_comparativo;

WITH renda_comparativa AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210058573833)
)

SELECT 
    * 
FROM 
    renda_comparativa;
"
210061244804,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = t.no_municipio_esc) AS media_municipio_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210061244804)) AS media_renda_redacao
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210061244804;
"
210061337613,"
SELECT 
    nu_inscricao,
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210061337613;

-- Análise de desempenho em comparação com outros alunos do mesmo estado e município
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061337613)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061337613);

-- Análise de desempenho com alunos da mesma faixa de renda
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao_renda,
    AVG(nu_nota_comp1) AS media_comp1_renda,
    AVG(nu_nota_comp2) AS media_comp2_renda,
    AVG(nu_nota_comp3) AS media_comp3_renda,
    AVG(nu_nota_comp4) AS media_comp4_renda,
    AVG(nu_nota_comp5) AS media_comp5_renda
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210061337613);
"
210058387341,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210058387341;

-- Consulta para comparar o desempenho com outros alunos do mesmo Estado e Município
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058387341)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058387341);

-- Consulta para analisar o desempenho em relação a alunos da mesma faixa de renda
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210058387341);
"
210059085145,"
WITH aluno_info AS (
    SELECT 
        nu_inscricao,
        nu_nota_comp1,
        nu_nota_comp2,
        nu_nota_comp3,
        nu_nota_comp4,
        nu_nota_comp5,
        nu_nota_redacao,
        no_municipio_esc,
        sg_uf_esc,
        Q006
    FROM 
        db.enem.base_enem
    WHERE 
        nu_inscricao = 210059085145
),
comparativo_estado AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM aluno_info)
),
comparativo_municipio AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        no_municipio_esc = (SELECT no_municipio_esc FROM aluno_info)
),
comparativo_renda AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM aluno_info)
)

SELECT 
    a.nu_nota_comp1,
    a.nu_nota_comp2,
    a.nu_nota_comp3,
    a.nu_nota_comp4,
    a.nu_nota_comp5,
    a.nu_nota_redacao,
    e.media_nota_redacao AS media_estado,
    e.media_comp1 AS media_estado_comp1,
    e.media_comp2 AS media_estado_comp2,
    e.media_comp3 AS media_estado_comp3,
    e.media_comp4 AS media_estado_comp4,
    e.media_comp5 AS media_estado_comp5,
    m.media_nota_redacao AS media_municipio,
    m.media_comp1 AS media_municipio_comp1,
    m.media_comp2 AS media_municipio_comp2,
    m.media_comp3 AS media_municipio_comp3,
    m.media_comp4 AS media_municipio_comp4,
    m.media_comp5 AS media_municipio_comp5,
    r.media_nota_redacao AS media_renda,
    r.media_comp1 AS media_renda_comp1,
    r.media_comp2 AS media_renda_comp2,
    r.media_comp3 AS media_renda_comp3,
    r.media_comp4 AS media_renda_comp4,
    r.media_comp5 AS media_renda_comp5
FROM 
    aluno_info a,
    comparativo_estado e,
    comparativo_municipio m,
    comparativo_renda r;
"
210060801609,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210060801609;

WITH estado_comparativo AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060801609)
)

SELECT 
    *,
    (SELECT media_nota_redacao FROM estado_comparativo) AS media_nota_estado,
    (SELECT media_comp1 FROM estado_comparativo) AS media_comp1_estado,
    (SELECT media_comp2 FROM estado_comparativo) AS media_comp2_estado,
    (SELECT media_comp3 FROM estado_comparativo) AS media_comp3_estado,
    (SELECT media_comp4 FROM estado_comparativo) AS media_comp4_estado,
    (SELECT media_comp5 FROM estado_comparativo) AS media_comp5_estado
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060801609)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060801609);

WITH renda_comparativa AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao_renda,
        AVG(nu_nota_comp1) AS media_comp1_renda,
        AVG(nu_nota_comp2) AS media_comp2_renda,
        AVG(nu_nota_comp3) AS media_comp3_renda,
        AVG(nu_nota_comp4) AS media_comp4_renda,
        AVG(nu_nota_comp5) AS media_comp5_renda
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210060801609)
)

SELECT 
    *,
    (SELECT media_nota_redacao_renda FROM renda_comparativa) AS media_nota_renda,
    (SELECT media_comp1_renda FROM renda_comparativa) AS media_comp1_renda,
    (SELECT media_comp2_renda FROM renda_comparativa) AS media_comp2_renda,
    (SELECT media_comp3_renda FROM renda_comparativa) AS media_comp3_renda,
    (SELECT media_comp4_renda FROM renda_comparativa) AS media_comp4_renda,
    (SELECT media_comp5_renda FROM renda_comparativa) AS media_comp5_renda
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210060801609);
"
210061103955,"
SELECT 
    nu_inscricao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    no_municipio_esc,
    sg_uf_esc,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210061103955;

WITH performance AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061103955)
        AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061103955)
)

SELECT 
    p.*,
    COUNT(*) AS total_alunos
FROM 
    performance p
JOIN 
    db.enem.base_enem e ON e.Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210061103955)
WHERE 
    e.sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061103955)
    AND e.no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061103955);
"
210060214096,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210060214096;

-- Estatísticas comparativas com alunos do mesmo estado e cidade
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060214096)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060214096);

-- Análise de desempenho com alunos da mesma faixa de renda
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210060214096);
"
210059388101,"
SELECT 
    nu_inscricao,
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210059388101;

SELECT 
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5,
    AVG(nu_nota_redacao) AS media_redacao
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059388101)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059388101);

SELECT 
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5,
    AVG(nu_nota_redacao) AS media_redacao
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210059388101);
"
210058061548,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210058061548;

-- Comparação com alunos do mesmo Estado e Cidade
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao,
    AVG(nu_nota_comp1) AS media_comp1,
    AVG(nu_nota_comp2) AS media_comp2,
    AVG(nu_nota_comp3) AS media_comp3,
    AVG(nu_nota_comp4) AS media_comp4,
    AVG(nu_nota_comp5) AS media_comp5
FROM 
    db.enem.base_enem
WHERE 
    sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058061548)
    AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058061548);

-- Análise por faixa de renda
SELECT 
    AVG(nu_nota_redacao) AS media_nota_redacao_renda,
    AVG(nu_nota_comp1) AS media_comp1_renda,
    AVG(nu_nota_comp2) AS media_comp2_renda,
    AVG(nu_nota_comp3) AS media_comp3_renda,
    AVG(nu_nota_comp4) AS media_comp4_renda,
    AVG(nu_nota_comp5) AS media_comp5_renda
FROM 
    db.enem.base_enem
WHERE 
    Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210058061548);
"
210058387342,"
SELECT 
    nu_inscricao,
    no_municipio_esc,
    sg_uf_esc,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    Q006
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210058387342;

WITH comparacao_estado AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao,
        AVG(nu_nota_comp1) AS media_comp1,
        AVG(nu_nota_comp2) AS media_comp2,
        AVG(nu_nota_comp3) AS media_comp3,
        AVG(nu_nota_comp4) AS media_comp4,
        AVG(nu_nota_comp5) AS media_comp5
    FROM 
        db.enem.base_enem
    WHERE 
        sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058387342)
),

comparacao_municipio AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao_municipio,
        AVG(nu_nota_comp1) AS media_comp1_municipio,
        AVG(nu_nota_comp2) AS media_comp2_municipio,
        AVG(nu_nota_comp3) AS media_comp3_municipio,
        AVG(nu_nota_comp4) AS media_comp4_municipio,
        AVG(nu_nota_comp5) AS media_comp5_municipio
    FROM 
        db.enem.base_enem
    WHERE 
        no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210058387342)
),

comparacao_renda AS (
    SELECT 
        AVG(nu_nota_redacao) AS media_nota_redacao_renda,
        AVG(nu_nota_comp1) AS media_comp1_renda,
        AVG(nu_nota_comp2) AS media_comp2_renda,
        AVG(nu_nota_comp3) AS media_comp3_renda,
        AVG(nu_nota_comp4) AS media_comp4_renda,
        AVG(nu_nota_comp5) AS media_comp5_renda
    FROM 
        db.enem.base_enem
    WHERE 
        Q006 = (SELECT Q006 FROM db.enem.base_enem WHERE nu_inscricao = 210058387342)
)

SELECT 
    (SELECT * FROM comparacao_estado) AS comparacao_estado,
    (SELECT * FROM comparacao_municipio) AS comparacao_municipio,
    (SELECT * FROM comparacao_renda) AS comparacao_renda;
"
